Round,Double Sixes(T/F),Winner,Total Doubles,Double Ones,Double Twos,Double Threes,Double Fours,Double Fives,Double Sixes
8109,True,Gambler,6,0,1,0,2,0,3
8110,False,House,4,0,0,1,2,1,0
8111,True,Gambler,3,0,0,0,1,1,1
8112,False,House,2,1,1,0,0,0,0
8113,False,House,1,0,1,0,0,0,0
8114,True,Gambler,1,0,0,0,0,0,1
8115,False,House,3,0,1,0,1,1,0
8116,False,House,2,0,1,0,1,0,0
8117,False,House,3,1,1,1,0,0,0
8118,False,House,2,1,0,0,0,1,0
8119,False,House,2,0,1,1,0,0,0
8120,False,House,5,0,1,1,2,1,0
8121,False,House,4,1,1,0,0,2,0
8122,True,Gambler,7,3,1,0,0,1,2
8123,True,Gambler,4,0,1,0,2,0,1
8124,True,Gambler,3,1,0,0,1,0,1
8125,False,House,4,0,1,1,1,1,0
8126,False,House,2,0,0,0,1,1,0
8127,False,House,3,1,0,0,1,1,0
8128,True,Gambler,2,0,0,0,0,1,1
8129,True,Gambler,3,0,1,0,1,0,1
8130,True,Gambler,5,4,0,0,0,0,1
8131,True,Gambler,5,0,1,3,0,0,1
8132,True,Gambler,3,0,0,1,1,0,1
8133,False,House,6,2,2,0,1,1,0
8134,True,Gambler,4,1,0,0,1,1,1
8135,False,House,2,0,0,1,1,0,0
8136,True,Gambler,4,0,1,0,0,2,1
8137,True,Gambler,3,0,1,0,0,1,1
8138,False,House,3,1,0,1,1,0,0
8139,False,House,1,0,1,0,0,0,0
8140,True,Gambler,5,1,0,1,1,0,2
8141,False,House,3,1,1,1,0,0,0
8142,False,House,2,0,0,2,0,0,0
8143,True,Gambler,7,0,0,2,2,1,2
8144,True,Gambler,4,1,0,0,0,2,1
8145,False,House,4,0,0,3,0,1,0
8146,False,House,2,1,0,0,0,1,0
8147,True,Gambler,7,1,1,0,1,3,1
8148,True,Gambler,2,0,0,0,1,0,1
8149,True,Gambler,4,0,1,0,2,0,1
8150,True,Gambler,7,1,1,2,0,1,2
8151,False,House,1,0,0,1,0,0,0
8152,True,Gambler,4,0,1,1,0,0,2
8153,False,House,7,2,0,2,1,2,0
8154,False,House,3,0,1,1,1,0,0
8155,False,House,6,1,0,3,1,1,0
8156,False,House,0,0,0,0,0,0,0
8157,True,Gambler,3,0,1,0,0,0,2
8158,True,Gambler,3,0,0,2,0,0,1
8159,False,House,4,0,1,1,2,0,0
8160,False,House,2,0,0,1,1,0,0
8161,False,House,5,1,2,2,0,0,0
8162,True,Gambler,4,0,3,0,0,0,1
8163,False,House,4,1,0,1,1,1,0
8164,True,Gambler,6,0,2,0,1,1,2
8165,False,House,0,0,0,0,0,0,0
8166,False,House,6,1,3,0,1,1,0
8167,False,House,2,1,1,0,0,0,0
8168,False,House,5,1,1,2,1,0,0
8169,True,Gambler,6,2,0,2,0,1,1
8170,False,House,2,0,0,2,0,0,0
8171,False,House,4,1,0,0,0,3,0
8172,False,House,3,0,0,1,1,1,0
8173,False,House,5,2,0,1,2,0,0
8174,False,House,4,0,1,1,0,2,0
8175,False,House,4,1,1,0,0,2,0
8176,True,Gambler,5,0,0,2,0,1,2
8177,True,Gambler,4,0,3,0,0,0,1
8178,False,House,4,0,2,0,0,2,0
8179,True,Gambler,9,1,0,4,1,0,3
8180,False,House,7,4,1,1,1,0,0
8181,True,Gambler,5,1,0,1,2,0,1
8182,False,House,6,1,0,4,0,1,0
8183,True,Gambler,5,0,1,2,0,0,2
8184,True,Gambler,4,0,0,0,0,3,1
8185,False,House,1,0,1,0,0,0,0
8186,True,Gambler,4,0,1,2,0,0,1
8187,False,House,2,0,0,1,0,1,0
8188,False,House,2,0,1,0,1,0,0
8189,False,House,4,3,0,1,0,0,0
8190,False,House,2,0,1,1,0,0,0
8191,True,Gambler,5,0,2,1,0,1,1
8192,True,Gambler,4,0,1,0,1,1,1
8193,True,Gambler,5,1,1,0,2,0,1
8194,True,Gambler,4,0,0,0,2,0,2
8195,True,Gambler,5,2,0,1,0,0,2
8196,True,Gambler,6,2,0,1,1,1,1
8197,False,House,3,1,1,0,1,0,0
8198,False,House,6,1,1,1,2,1,0
8199,False,House,4,1,1,1,0,1,0
8200,True,Gambler,2,0,0,0,0,1,1
8201,False,House,3,1,1,0,0,1,0
8202,True,Gambler,4,0,2,1,0,0,1
8203,False,House,7,1,1,2,3,0,0
8204,True,Gambler,4,0,1,1,0,1,1
8205,True,Gambler,2,0,0,0,0,1,1
8206,False,House,2,0,0,1,1,0,0
8207,True,Gambler,5,0,0,2,1,0,2
8208,False,House,4,0,2,2,0,0,0
8209,True,Gambler,4,1,0,0,1,0,2
8210,True,Gambler,6,2,0,0,0,3,1
8211,False,House,0,0,0,0,0,0,0
8212,True,Gambler,4,1,0,1,0,1,1
8213,True,Gambler,4,1,0,1,1,0,1
8214,True,Gambler,5,1,0,2,1,0,1
8215,True,Gambler,7,0,1,1,3,0,2
8216,False,House,1,0,0,0,0,1,0
8217,False,House,6,2,0,0,3,1,0
8218,False,House,6,2,3,0,0,1,0
8219,False,House,3,0,3,0,0,0,0
8220,True,Gambler,4,0,0,0,0,3,1
8221,False,House,1,0,0,0,0,1,0
8222,False,House,5,0,1,4,0,0,0
8223,True,Gambler,2,0,0,0,1,0,1
8224,False,House,3,0,1,2,0,0,0
8225,True,Gambler,7,3,0,0,0,1,3
8226,False,House,3,0,1,1,0,1,0
8227,False,House,5,0,2,2,1,0,0
8228,False,House,1,0,0,0,1,0,0
8229,False,House,5,1,1,1,2,0,0
8230,True,Gambler,3,1,0,0,0,1,1
8231,False,House,0,0,0,0,0,0,0
8232,True,Gambler,5,2,0,2,0,0,1
8233,False,House,3,0,1,2,0,0,0
8234,True,Gambler,7,0,0,3,1,1,2
8235,True,Gambler,3,0,0,1,0,1,1
8236,True,Gambler,8,2,3,0,1,1,1
8237,True,Gambler,5,0,1,1,1,1,1
8238,True,Gambler,4,0,0,1,2,0,1
8239,False,House,6,1,0,2,2,1,0
8240,True,Gambler,3,0,2,0,0,0,1
8241,True,Gambler,9,0,2,2,2,0,3
8242,True,Gambler,5,1,0,1,1,1,1
8243,True,Gambler,8,1,2,2,1,0,2
8244,True,Gambler,5,0,2,1,1,0,1
8245,False,House,4,3,1,0,0,0,0
8246,False,House,3,0,0,0,1,2,0
8247,True,Gambler,7,1,1,1,2,0,2
8248,True,Gambler,7,2,0,0,2,1,2
8249,False,House,3,0,0,2,0,1,0
8250,False,House,4,1,0,1,1,1,0
8251,True,Gambler,1,0,0,0,0,0,1
8252,False,House,2,0,0,2,0,0,0
8253,True,Gambler,7,0,3,0,2,1,1
8254,True,Gambler,2,1,0,0,0,0,1
8255,False,House,4,1,1,1,0,1,0
8256,False,House,2,0,1,0,1,0,0
8257,False,House,2,1,0,0,0,1,0
8258,False,House,3,0,1,1,0,1,0
8259,False,House,3,2,0,0,0,1,0
8260,False,House,5,0,2,0,2,1,0
8261,False,House,2,0,1,0,1,0,0
8262,False,House,1,0,0,0,0,1,0
8263,True,Gambler,1,0,0,0,0,0,1
8264,True,Gambler,5,0,0,1,0,2,2
8265,False,House,4,1,2,0,0,1,0
8266,False,House,5,1,1,1,0,2,0
8267,True,Gambler,6,1,0,1,1,2,1
8268,False,House,3,2,0,0,0,1,0
8269,True,Gambler,3,0,0,0,0,0,3
8270,True,Gambler,8,1,0,3,3,0,1
8271,True,Gambler,3,0,1,1,0,0,1
8272,True,Gambler,4,0,0,2,0,0,2
8273,True,Gambler,3,1,0,0,0,1,1
8274,False,House,2,0,1,0,0,1,0
8275,True,Gambler,5,0,0,0,1,3,1
8276,False,House,4,1,0,3,0,0,0
8277,False,House,2,0,1,1,0,0,0
8278,False,House,4,1,1,0,1,1,0
8279,True,Gambler,3,0,0,0,2,0,1
8280,True,Gambler,5,0,1,1,1,0,2
8281,False,House,7,1,1,2,1,2,0
8282,True,Gambler,5,2,2,0,0,0,1
8283,False,House,1,0,0,0,1,0,0
8284,False,House,4,0,1,0,1,2,0
8285,True,Gambler,2,1,0,0,0,0,1
8286,True,Gambler,8,0,1,0,1,3,3
8287,True,Gambler,5,2,1,0,0,1,1
8288,False,House,2,0,1,1,0,0,0
8289,True,Gambler,4,1,1,1,0,0,1
8290,False,House,7,1,3,0,1,2,0
8291,True,Gambler,3,0,2,0,0,0,1
8292,True,Gambler,6,0,1,1,1,1,2
8293,True,Gambler,5,1,1,1,0,0,2
8294,True,Gambler,6,0,1,1,1,0,3
8295,True,Gambler,2,0,0,1,0,0,1
8296,True,Gambler,7,1,1,0,1,2,2
8297,False,House,5,1,1,0,1,2,0
8298,False,House,2,0,0,2,0,0,0
8299,False,House,1,1,0,0,0,0,0
8300,True,Gambler,6,2,1,1,0,0,2
8301,True,Gambler,6,1,1,0,2,1,1
8302,False,House,5,0,0,1,4,0,0
8303,False,House,4,0,2,0,0,2,0
8304,True,Gambler,4,1,1,0,0,1,1
8305,False,House,4,1,1,1,0,1,0
8306,False,House,3,0,0,0,1,2,0
8307,True,Gambler,6,0,1,0,3,1,1
8308,False,House,4,1,1,1,0,1,0
8309,False,House,1,1,0,0,0,0,0
8310,True,Gambler,1,0,0,0,0,0,1
8311,False,House,1,0,0,0,1,0,0
8312,False,House,5,2,1,0,2,0,0
8313,False,House,3,1,2,0,0,0,0
8314,True,Gambler,4,0,1,0,1,0,2
8315,False,House,2,0,0,0,1,1,0
8316,True,Gambler,3,1,1,0,0,0,1
8317,True,Gambler,4,0,1,2,0,0,1
8318,False,House,3,0,0,1,1,1,0
8319,False,House,6,1,1,2,1,1,0
8320,True,Gambler,3,0,0,1,0,1,1
8321,True,Gambler,5,0,1,2,0,1,1
8322,True,Gambler,4,0,0,1,1,1,1
8323,False,House,3,0,0,1,1,1,0
8324,False,House,2,0,2,0,0,0,0
8325,True,Gambler,4,1,1,0,1,0,1
8326,False,House,4,1,1,0,2,0,0
8327,False,House,3,1,1,0,1,0,0
8328,False,House,5,0,4,0,0,1,0
8329,False,House,6,1,0,2,2,1,0
8330,False,House,9,1,3,1,1,3,0
8331,True,Gambler,4,1,1,0,0,1,1
8332,True,Gambler,6,1,2,0,0,1,2
8333,False,House,3,0,0,1,0,2,0
8334,True,Gambler,7,1,0,1,1,2,2
8335,False,House,2,0,0,0,1,1,0
8336,False,House,8,1,2,1,0,4,0
8337,True,Gambler,2,0,0,0,0,1,1
8338,False,House,0,0,0,0,0,0,0
8339,False,House,3,0,1,1,1,0,0
8340,False,House,6,2,1,1,0,2,0
8341,False,House,6,1,2,0,2,1,0
8342,False,House,3,0,0,1,1,1,0
8343,True,Gambler,4,0,0,0,1,2,1
8344,True,Gambler,7,0,1,3,2,0,1
8345,True,Gambler,7,1,1,1,2,1,1
8346,True,Gambler,1,0,0,0,0,0,1
8347,False,House,3,1,0,1,0,1,0
8348,True,Gambler,2,0,0,0,0,1,1
8349,True,Gambler,5,0,3,0,0,1,1
8350,True,Gambler,4,0,1,1,1,0,1
8351,False,House,1,1,0,0,0,0,0
8352,True,Gambler,5,1,0,1,1,1,1
8353,False,House,5,2,0,1,0,2,0
8354,False,House,3,0,0,0,3,0,0
8355,True,Gambler,2,1,0,0,0,0,1
8356,True,Gambler,5,0,0,0,1,2,2
8357,False,House,4,1,0,0,2,1,0
8358,False,House,6,2,0,0,2,2,0
8359,True,Gambler,6,4,1,0,0,0,1
8360,True,Gambler,6,2,0,2,0,1,1
8361,True,Gambler,8,0,1,0,3,3,1
8362,False,House,3,0,0,2,1,0,0
8363,False,House,1,0,1,0,0,0,0
8364,False,House,4,1,0,0,3,0,0
8365,True,Gambler,5,1,2,0,0,0,2
8366,True,Gambler,6,1,0,2,0,0,3
8367,False,House,2,0,0,1,0,1,0
8368,False,House,2,0,1,0,1,0,0
8369,True,Gambler,8,1,0,3,1,2,1
8370,False,House,2,0,0,1,0,1,0
8371,False,House,2,0,0,0,1,1,0
8372,False,House,6,1,0,1,2,2,0
8373,False,House,2,1,0,0,0,1,0
8374,True,Gambler,8,1,4,2,0,0,1
8375,True,Gambler,3,1,0,0,0,1,1
8376,True,Gambler,5,2,0,0,2,0,1
8377,True,Gambler,5,1,1,1,1,0,1
8378,True,Gambler,4,0,1,0,1,1,1
8379,True,Gambler,3,0,0,0,0,2,1
8380,False,House,2,1,1,0,0,0,0
8381,True,Gambler,6,1,0,2,2,0,1
8382,True,Gambler,1,0,0,0,0,0,1
8383,False,House,4,1,2,1,0,0,0
8384,False,House,4,0,0,2,1,1,0
8385,False,House,2,0,1,0,0,1,0
8386,False,House,1,0,0,0,1,0,0
8387,True,Gambler,3,0,0,1,0,1,1
8388,True,Gambler,3,0,1,1,0,0,1
8389,False,House,2,1,0,0,1,0,0
8390,False,House,4,0,1,2,1,0,0
8391,False,House,2,0,0,0,2,0,0
8392,False,House,5,1,1,1,1,1,0
8393,True,Gambler,9,1,2,1,2,1,2
8394,True,Gambler,4,0,1,1,0,0,2
8395,True,Gambler,5,1,0,1,1,0,2
8396,False,House,1,0,0,1,0,0,0
8397,True,Gambler,6,2,1,1,0,1,1
8398,True,Gambler,2,0,0,0,0,0,2
8399,False,House,2,0,0,1,1,0,0
8400,True,Gambler,3,0,0,0,1,1,1
8401,True,Gambler,4,0,0,2,0,0,2
8402,False,House,3,0,2,0,1,0,0
8403,True,Gambler,4,1,0,2,0,0,1
8404,False,House,2,0,0,1,0,1,0
8405,False,House,2,1,0,0,1,0,0
8406,False,House,4,1,0,0,2,1,0
8407,False,House,1,0,1,0,0,0,0
8408,False,House,8,3,0,2,1,2,0
8409,False,House,4,1,0,1,1,1,0
8410,False,House,2,0,1,0,0,1,0
8411,False,House,4,0,0,0,1,3,0
8412,True,Gambler,4,1,0,0,2,0,1
8413,True,Gambler,5,0,1,0,0,2,2
8414,False,House,7,0,2,3,1,1,0
8415,False,House,2,1,0,0,0,1,0
8416,True,Gambler,2,1,0,0,0,0,1
8417,True,Gambler,2,0,0,0,0,0,2
8418,True,Gambler,3,2,0,0,0,0,1
8419,True,Gambler,4,0,0,1,0,2,1
8420,True,Gambler,4,2,0,1,0,0,1
8421,False,House,3,2,0,0,1,0,0
8422,True,Gambler,2,0,0,0,0,1,1
8423,False,House,2,0,0,1,1,0,0
8424,True,Gambler,2,1,0,0,0,0,1
8425,True,Gambler,4,0,0,1,2,0,1
8426,False,House,3,1,0,0,2,0,0
8427,False,House,4,0,0,0,0,4,0
8428,False,House,3,0,2,1,0,0,0
8429,False,House,2,1,0,0,0,1,0
8430,True,Gambler,5,1,0,1,1,1,1
8431,False,House,3,0,1,0,1,1,0
8432,True,Gambler,3,0,0,1,0,1,1
8433,False,House,3,0,0,2,0,1,0
8434,False,House,2,0,1,0,0,1,0
8435,False,House,1,0,0,0,0,1,0
8436,False,House,5,1,2,1,1,0,0
8437,True,Gambler,6,1,1,2,1,0,1
8438,False,House,4,0,0,2,1,1,0
8439,False,House,4,2,0,0,1,1,0
8440,False,House,4,1,1,2,0,0,0
8441,False,House,3,1,1,0,1,0,0
8442,False,House,2,0,1,0,0,1,0
8443,False,House,3,0,1,1,1,0,0
8444,True,Gambler,4,0,1,1,0,1,1
8445,False,House,2,0,0,1,1,0,0
8446,False,House,3,0,2,1,0,0,0
8447,True,Gambler,4,0,1,0,1,0,2
8448,True,Gambler,6,1,1,2,1,0,1
8449,True,Gambler,4,0,0,0,0,3,1
8450,True,Gambler,6,2,0,2,0,0,2
8451,False,House,3,1,0,1,0,1,0
8452,True,Gambler,3,2,0,0,0,0,1
8453,True,Gambler,3,0,0,2,0,0,1
8454,False,House,3,0,1,0,1,1,0
8455,True,Gambler,4,1,0,0,1,1,1
8456,False,House,4,1,1,1,1,0,0
8457,True,Gambler,5,1,1,2,0,0,1
8458,False,House,7,0,2,3,1,1,0
8459,True,Gambler,8,2,1,0,1,2,2
8460,False,House,3,0,0,1,0,2,0
8461,False,House,3,2,1,0,0,0,0
8462,False,House,4,1,1,1,1,0,0
8463,False,House,6,0,3,0,2,1,0
8464,True,Gambler,4,0,1,0,1,0,2
8465,True,Gambler,10,1,1,0,2,1,5
8466,False,House,2,0,0,0,1,1,0
8467,False,House,6,1,1,1,1,2,0
8468,True,Gambler,6,1,1,2,0,0,2
8469,False,House,3,1,1,1,0,0,0
8470,True,Gambler,4,0,0,0,1,2,1
8471,False,House,2,0,0,1,0,1,0
8472,False,House,4,1,0,2,1,0,0
8473,False,House,1,1,0,0,0,0,0
8474,False,House,3,1,0,0,1,1,0
8475,True,Gambler,4,0,0,1,1,1,1
8476,False,House,5,1,0,1,2,1,0
8477,False,House,2,0,1,0,1,0,0
8478,False,House,2,0,0,2,0,0,0
8479,True,Gambler,6,0,2,1,1,1,1
8480,True,Gambler,2,0,0,1,0,0,1
8481,False,House,6,1,0,2,1,2,0
8482,False,House,3,0,1,1,0,1,0
8483,False,House,1,0,0,0,1,0,0
8484,True,Gambler,3,1,0,0,1,0,1
8485,False,House,3,0,2,0,0,1,0
8486,False,House,5,1,0,2,0,2,0
8487,True,Gambler,5,0,0,1,3,0,1
8488,False,House,4,1,0,0,1,2,0
8489,True,Gambler,2,1,0,0,0,0,1
8490,True,Gambler,3,0,1,1,0,0,1
8491,True,Gambler,6,1,0,1,2,1,1
8492,True,Gambler,5,1,0,1,1,1,1
8493,False,House,5,1,1,0,2,1,0
8494,False,House,3,1,0,0,1,1,0
8495,True,Gambler,6,0,2,1,1,0,2
8496,True,Gambler,3,0,0,0,2,0,1
8497,False,House,5,2,0,0,1,2,0
8498,True,Gambler,4,0,1,0,0,1,2
8499,False,House,5,0,1,3,1,0,0
8500,False,House,6,1,2,2,0,1,0
8501,True,Gambler,3,0,1,0,0,1,1
8502,True,Gambler,8,0,0,1,2,2,3
8503,True,Gambler,5,1,1,0,0,0,3
8504,False,House,2,1,0,0,1,0,0
8505,True,Gambler,5,1,0,0,2,1,1
8506,False,House,5,1,1,1,2,0,0
8507,False,House,4,1,2,0,0,1,0
8508,True,Gambler,4,0,0,1,1,0,2
8509,True,Gambler,3,1,0,0,1,0,1
8510,True,Gambler,4,1,0,1,0,1,1
8511,False,House,3,0,3,0,0,0,0
8512,False,House,6,0,3,1,0,2,0
8513,False,House,4,0,0,1,2,1,0
8514,True,Gambler,3,0,0,0,0,2,1
8515,False,House,1,0,0,0,1,0,0
8516,True,Gambler,5,1,1,0,0,1,2
8517,True,Gambler,7,0,1,1,2,2,1
8518,False,House,3,1,0,0,2,0,0
8519,False,House,3,1,1,1,0,0,0
8520,True,Gambler,5,0,0,1,0,3,1
8521,True,Gambler,6,3,0,1,1,0,1
8522,True,Gambler,2,1,0,0,0,0,1
8523,True,Gambler,3,0,1,0,0,0,2
8524,True,Gambler,3,1,0,1,0,0,1
8525,False,House,5,1,1,2,1,0,0
8526,False,House,4,0,0,3,0,1,0
8527,False,House,4,2,0,0,1,1,0
8528,False,House,3,1,1,0,0,1,0
8529,False,House,6,1,1,1,2,1,0
8530,False,House,3,0,1,1,0,1,0
8531,True,Gambler,2,0,0,0,0,1,1
8532,False,House,4,0,0,2,2,0,0
8533,False,House,3,3,0,0,0,0,0
8534,False,House,1,0,0,1,0,0,0
8535,False,House,4,3,0,0,0,1,0
8536,False,House,3,1,0,0,1,1,0
8537,False,House,7,2,0,1,2,2,0
8538,True,Gambler,3,0,0,0,1,0,2
8539,False,House,4,1,1,0,0,2,0
8540,False,House,5,1,2,0,1,1,0
8541,True,Gambler,7,2,0,0,2,2,1
8542,False,House,1,0,0,0,1,0,0
8543,True,Gambler,3,1,0,0,1,0,1
8544,False,House,1,0,0,0,0,1,0
8545,True,Gambler,7,1,1,2,2,0,1
8546,False,House,2,0,0,1,1,0,0
8547,False,House,3,0,1,1,0,1,0
8548,True,Gambler,5,0,0,1,0,1,3
8549,False,House,1,1,0,0,0,0,0
8550,False,House,1,0,0,0,0,1,0
8551,False,House,6,3,1,1,1,0,0
8552,False,House,1,0,0,1,0,0,0
8553,False,House,3,0,1,0,1,1,0
8554,False,House,1,0,0,0,1,0,0
8555,True,Gambler,6,1,0,2,2,0,1
8556,True,Gambler,6,2,1,1,0,1,1
8557,True,Gambler,3,0,2,0,0,0,1
8558,True,Gambler,4,1,0,0,2,0,1
8559,True,Gambler,5,0,2,0,0,2,1
8560,True,Gambler,4,1,0,0,2,0,1
8561,False,House,4,1,1,1,0,1,0
8562,True,Gambler,3,0,0,0,1,1,1
8563,False,House,2,1,0,0,0,1,0
8564,True,Gambler,4,0,0,0,1,1,2
8565,False,House,2,0,2,0,0,0,0
8566,True,Gambler,3,1,0,0,0,1,1
8567,False,House,2,1,1,0,0,0,0
8568,False,House,5,0,0,1,2,2,0
8569,True,Gambler,3,0,0,0,1,0,2
8570,True,Gambler,3,1,1,0,0,0,1
8571,False,House,3,0,0,1,0,2,0
8572,False,House,4,0,1,1,0,2,0
8573,True,Gambler,7,2,0,0,1,3,1
8574,False,House,5,1,1,1,2,0,0
8575,False,House,4,0,2,1,0,1,0
8576,True,Gambler,4,1,1,0,0,1,1
8577,False,House,2,0,1,1,0,0,0
8578,True,Gambler,4,0,1,0,2,0,1
8579,True,Gambler,6,1,1,0,0,0,4
8580,False,House,3,0,1,1,0,1,0
8581,False,House,5,1,2,1,0,1,0
8582,True,Gambler,5,1,1,0,1,1,1
8583,True,Gambler,8,0,1,1,2,1,3
8584,False,House,4,1,1,1,0,1,0
8585,False,House,7,1,2,1,2,1,0
8586,False,House,5,0,0,1,1,3,0
8587,False,House,1,0,0,0,1,0,0
8588,False,House,2,0,1,1,0,0,0
8589,False,House,4,0,1,3,0,0,0
8590,True,Gambler,4,1,1,0,0,1,1
8591,True,Gambler,3,0,1,1,0,0,1
8592,False,House,2,1,1,0,0,0,0
8593,False,House,1,0,0,0,1,0,0
8594,False,House,3,1,1,0,0,1,0
8595,False,House,6,1,2,0,3,0,0
8596,False,House,4,1,1,1,1,0,0
8597,False,House,4,1,0,0,2,1,0
8598,True,Gambler,4,2,0,0,0,1,1
8599,True,Gambler,6,1,0,1,1,1,2
8600,False,House,3,2,0,0,0,1,0
8601,False,House,4,1,1,1,0,1,0
8602,False,House,3,1,0,2,0,0,0
8603,True,Gambler,4,1,0,0,0,1,2
8604,True,Gambler,4,0,3,0,0,0,1
8605,True,Gambler,6,1,1,3,0,0,1
8606,True,Gambler,4,0,1,1,1,0,1
8607,True,Gambler,5,1,0,2,1,0,1
8608,False,House,2,1,0,0,0,1,0
8609,False,House,2,0,0,0,0,2,0
8610,False,House,4,1,0,0,2,1,0
8611,True,Gambler,7,2,1,0,0,3,1
8612,False,House,3,0,1,2,0,0,0
8613,False,House,2,1,1,0,0,0,0
8614,False,House,4,1,0,1,0,2,0
8615,True,Gambler,3,1,0,0,0,1,1
8616,True,Gambler,3,1,0,0,0,0,2
8617,True,Gambler,8,1,2,1,0,2,2
8618,True,Gambler,3,0,2,0,0,0,1
8619,False,House,2,0,0,1,0,1,0
8620,True,Gambler,4,1,0,0,1,0,2
8621,False,House,5,0,1,1,0,3,0
8622,True,Gambler,4,2,0,1,0,0,1
8623,False,House,5,1,3,0,1,0,0
8624,True,Gambler,5,1,0,0,2,1,1
8625,True,Gambler,4,0,2,0,0,1,1
8626,True,Gambler,6,1,1,0,3,0,1
8627,True,Gambler,4,0,1,1,0,1,1
8628,True,Gambler,3,0,1,0,0,1,1
8629,True,Gambler,3,0,1,0,1,0,1
8630,True,Gambler,6,1,3,1,0,0,1
8631,True,Gambler,4,0,0,0,0,2,2
8632,False,House,4,0,1,0,3,0,0
8633,True,Gambler,7,1,1,0,2,2,1
8634,False,House,1,0,0,1,0,0,0
8635,True,Gambler,8,3,1,2,0,0,2
8636,True,Gambler,4,0,0,1,0,2,1
8637,True,Gambler,3,0,1,0,1,0,1
8638,True,Gambler,6,0,2,1,2,0,1
8639,True,Gambler,3,1,0,1,0,0,1
8640,False,House,4,2,0,0,0,2,0
8641,False,House,4,1,2,1,0,0,0
8642,True,Gambler,3,1,0,1,0,0,1
8643,False,House,0,0,0,0,0,0,0
8644,True,Gambler,5,1,0,1,0,0,3
8645,False,House,3,0,0,1,1,1,0
8646,True,Gambler,4,0,1,1,1,0,1
8647,True,Gambler,4,2,0,0,0,0,2
8648,False,House,4,0,1,1,2,0,0
8649,True,Gambler,5,0,0,1,0,2,2
8650,False,House,3,1,0,0,1,1,0
8651,False,House,2,0,0,0,2,0,0
8652,False,House,7,4,1,1,0,1,0
8653,True,Gambler,2,1,0,0,0,0,1
8654,True,Gambler,1,0,0,0,0,0,1
8655,True,Gambler,9,0,1,1,3,2,2
8656,True,Gambler,2,0,0,0,0,1,1
8657,False,House,3,3,0,0,0,0,0
8658,True,Gambler,4,1,1,0,0,1,1
8659,True,Gambler,2,0,0,1,0,0,1
8660,True,Gambler,1,0,0,0,0,0,1
8661,False,House,4,0,1,0,1,2,0
8662,False,House,6,1,1,2,1,1,0
8663,True,Gambler,2,0,0,0,1,0,1
8664,True,Gambler,5,1,1,0,1,0,2
8665,False,House,2,0,2,0,0,0,0
8666,False,House,4,1,2,1,0,0,0
8667,True,Gambler,4,0,1,1,0,0,2
8668,False,House,3,1,1,0,0,1,0
8669,False,House,5,0,1,1,3,0,0
8670,True,Gambler,4,0,1,0,1,0,2
8671,False,House,3,0,0,1,0,2,0
8672,True,Gambler,6,0,3,1,1,0,1
8673,False,House,4,0,1,0,3,0,0
8674,False,House,4,1,1,1,0,1,0
8675,False,House,3,0,1,0,1,1,0
8676,True,Gambler,4,0,0,0,1,1,2
8677,False,House,3,1,0,1,0,1,0
8678,True,Gambler,8,0,1,3,0,3,1
8679,False,House,0,0,0,0,0,0,0
8680,False,House,3,1,2,0,0,0,0
8681,True,Gambler,6,0,2,1,0,1,2
8682,True,Gambler,4,0,1,1,1,0,1
8683,True,Gambler,5,0,1,1,1,1,1
8684,False,House,2,1,1,0,0,0,0
8685,False,House,9,3,2,2,1,1,0
8686,True,Gambler,2,0,1,0,0,0,1
8687,False,House,4,0,0,2,2,0,0
8688,False,House,4,0,1,1,1,1,0
8689,False,House,4,0,0,2,1,1,0
8690,True,Gambler,5,1,0,0,2,1,1
8691,False,House,5,0,2,1,0,2,0
8692,False,House,2,1,0,0,1,0,0
8693,False,House,4,1,0,0,1,2,0
8694,False,House,4,1,1,1,0,1,0
8695,True,Gambler,3,0,0,0,1,1,1
8696,True,Gambler,6,0,2,2,1,0,1
8697,True,Gambler,7,0,1,0,2,3,1
8698,False,House,4,1,1,1,0,1,0
8699,False,House,5,2,0,0,2,1,0
8700,False,House,4,1,0,1,0,2,0
8701,False,House,2,0,1,0,0,1,0
8702,False,House,4,3,0,1,0,0,0
8703,False,House,3,1,0,0,2,0,0
8704,True,Gambler,4,2,0,0,0,1,1
8705,False,House,5,1,1,1,1,1,0
8706,False,House,5,1,2,0,1,1,0
8707,True,Gambler,6,0,0,3,1,0,2
8708,True,Gambler,7,2,1,2,1,0,1
8709,True,Gambler,2,0,0,1,0,0,1
8710,False,House,2,1,0,1,0,0,0
8711,True,Gambler,2,1,0,0,0,0,1
8712,True,Gambler,3,0,0,0,0,1,2
8713,False,House,1,1,0,0,0,0,0
8714,False,House,3,2,0,0,0,1,0
8715,False,House,1,1,0,0,0,0,0
8716,False,House,3,0,0,3,0,0,0
8717,True,Gambler,7,0,1,2,1,1,2
8718,False,House,3,0,2,0,1,0,0
8719,True,Gambler,8,2,0,4,0,1,1
8720,True,Gambler,3,0,0,1,1,0,1
8721,False,House,2,1,0,0,0,1,0
8722,False,House,0,0,0,0,0,0,0
8723,False,House,3,2,0,0,0,1,0
8724,True,Gambler,4,0,0,1,0,1,2
8725,False,House,3,0,1,0,1,1,0
8726,False,House,4,1,1,1,1,0,0
8727,False,House,0,0,0,0,0,0,0
8728,False,House,5,1,0,2,2,0,0
8729,True,Gambler,5,0,1,1,1,0,2
8730,True,Gambler,5,1,2,0,1,0,1
